,name,album,id,valence,tempo,speechiness,acousticness,liveness,key,duration_ms,time_signature,loudness,energy,mode,danceability,instrumentalness,uri,Generation
8254,zero,one shot,1UgHyEjTf39fasQ4oGQQ6U,0.683,103.987,0.0453,0.131,0.0914,0.0,205061.0,4.0,-1.517,0.929,1,0.666,0.0,spotify:track:1UgHyEjTf39fasQ4oGQQ6U,Third Generation
8255,rain sound,rain sound,7ANDn3fHT1jECTMOXEzYIJ,0.854,97.992,0.0433,0.126,0.373,9.0,204487.0,4.0,-6.223,0.694,0,0.752,0.0,spotify:track:7ANDn3fHT1jECTMOXEzYIJ,Third Generation
8256,yes sir,stop it,1yMsoegdqTlWOXAyO20D24,0.624,106.078,0.11,0.00134,0.0564,7.0,75833.0,4.0,-3.509,0.932,1,0.759,0.0,spotify:track:1yMsoegdqTlWOXAyO20D24,Third Generation
8257,stop it,stop it,4ySHird1hNs5rLrANMzXt5,0.925,124.957,0.109,0.058,0.23,0.0,205923.0,4.0,-1.63,0.969,0,0.729,0.0,spotify:track:4ySHird1hNs5rLrANMzXt5,Third Generation
8258,happy birthday,stop it,5KQBzl8j7xavWmKrbKYqy9,0.412,129.854,0.0338,0.638,0.115,9.0,214779.0,4.0,-6.092,0.522,1,0.625,0.0,spotify:track:5KQBzl8j7xavWmKrbKYqy9,Third Generation
8259,대박사건,crash,5LaNmg2aCrRI015t09J1HJ,0.951,129.011,0.0491,0.029,0.133,11.0,174068.0,4.0,-2.314,0.961,0,0.661,0.0,spotify:track:5LaNmg2aCrRI015t09J1HJ,Third Generation
8260,i remember - bang young kuk solo version,crash,4z4gjT7cx5Wpu05j3yVv8h,0.543,169.992,0.257,0.0563,0.309,5.0,219234.0,4.0,-2.178,0.952,1,0.569,0.0,spotify:track:4z4gjT7cx5Wpu05j3yVv8h,Third Generation
8261,goodbye,no mercy,5NE4aZ47tnKk95k7DrWqnx,0.455,169.931,0.0527,0.0232,0.0947,0.0,246021.0,4.0,-2.93,0.875,1,0.473,0.0,spotify:track:5NE4aZ47tnKk95k7DrWqnx,Third Generation
8262,no mercy,no mercy,1R5cQ0Ja6dSJy6zBEDtcIn,0.519,172.098,0.208,0.0218,0.093,11.0,215562.0,4.0,-3.961,0.902,0,0.604,0.0,spotify:track:1R5cQ0Ja6dSJy6zBEDtcIn,Third Generation
8263,voice message,no mercy,0ZUEA6IJe56WfJPsKwcstJ,0.708,144.052,0.115,0.151,0.163,5.0,210181.0,4.0,-3.644,0.927,1,0.644,0.0,spotify:track:0ZUEA6IJe56WfJPsKwcstJ,Third Generation
8264,dancing in the rain,no mercy,3B2bx21FWIzpSjvsQvMnr0,0.765,127.874,0.0557,0.0516,0.0521,0.0,230400.0,4.0,-2.242,0.869,1,0.741,0.0,spotify:track:3B2bx21FWIzpSjvsQvMnr0,Third Generation
8265,what my mind says,no mercy,6Dd3y73m60mJbJ4Hh7f0Kb,0.53,135.889,0.0348,0.24,0.388,0.0,216085.0,4.0,-6.315,0.545,1,0.636,0.0,spotify:track:6Dd3y73m60mJbJ4Hh7f0Kb,Third Generation
8266,goodbye,goodbye,021vFFlLvQ4hQWnobSyFw2,0.482,169.931,0.0545,0.0246,0.101,0.0,244050.0,4.0,-3.026,0.888,1,0.474,0.0,spotify:track:021vFFlLvQ4hQWnobSyFw2,Third Generation
8267,fight for freedom,power,3GmqoUoQajFa0u0NMh4VTW,0.747,189.896,0.197,0.0122,0.122,1.0,87406.0,4.0,-3.052,0.821,0,0.618,0.0,spotify:track:3GmqoUoQajFa0u0NMh4VTW,Third Generation
8268,power,power,3qD6JLux32D32vIfTpTwGM,0.181,93.976,0.0982,0.0898,0.0524,6.0,231758.0,4.0,-2.382,0.966,1,0.588,0.0,spotify:track:3qD6JLux32D32vIfTpTwGM,Third Generation
8269,what the hell,power,7gEFVzAxvNrVga05VfK6I0,0.58,98.025,0.0873,0.0732,0.356,2.0,245185.0,4.0,-1.068,0.941,1,0.64,0.0,spotify:track:7gEFVzAxvNrVga05VfK6I0,Third Generation
8270,전부 거짓말,power,3FzV5X2wib1xWJmEkruDah,0.395,131.947,0.0419,0.256,0.183,0.0,222119.0,4.0,-3.426,0.763,1,0.692,0.0,spotify:track:3FzV5X2wib1xWJmEkruDah,Third Generation
8271,burn it up,warrior,0y2g7EIULIBPacmjTZM46E,0.632,100.007,0.176,0.00328,0.234,5.0,80588.0,4.0,-3.745,0.915,0,0.757,2.98e-06,spotify:track:0y2g7EIULIBPacmjTZM46E,Third Generation
8272,warrior,warrior,56FSQKGWighTEF8xkQzCRz,0.305,105.015,0.0831,0.0297,0.109,8.0,206904.0,4.0,-1.184,0.957,1,0.688,0.0,spotify:track:56FSQKGWighTEF8xkQzCRz,Third Generation
8273,unbreakable,warrior,04K4nu4VQ2wYsGsjcqgKR9,0.515,174.03,0.251,0.047,0.0867,11.0,197904.0,4.0,-3.851,0.933,0,0.592,0.0,spotify:track:04K4nu4VQ2wYsGsjcqgKR9,Third Generation
8274,secret love,warrior,1WiwbQMTTFS2hM5ZLCetFn,0.786,94.038,0.132,0.169,0.159,9.0,218932.0,4.0,-6.762,0.765,0,0.45,0.0,spotify:track:1WiwbQMTTFS2hM5ZLCetFn,Third Generation
8275,bet you wanna,the album (jp ver.),4oAJysAwdiq5bxO0uWQAxg,0.648,110.044,0.212,0.00415,0.0721,7.0,159173.0,4.0,-5.189,0.681,1,0.563,0.0,spotify:track:4oAJysAwdiq5bxO0uWQAxg,Third Generation
8276,kill this love - live,blackpink 2021 'the show' live,1GrGs8HBvOHHdeho4w1ZkH,0.683,131.976,0.145,0.286,0.353,7.0,191820.0,4.0,-4.656,0.807,1,0.682,6.32e-05,spotify:track:1GrGs8HBvOHHdeho4w1ZkH,Third Generation
8277,crazy over you - live,blackpink 2021 'the show' live,20O6VxUyfLn6Zk8izFpMeu,0.462,115.028,0.0723,0.0763,0.203,0.0,176182.0,4.0,-5.693,0.644,1,0.772,0.0,spotify:track:20O6VxUyfLn6Zk8izFpMeu,Third Generation
8278,how you like that - live,blackpink 2021 'the show' live,3p9HltmtqXCvCSKKOKMZ29,0.496,130.031,0.147,0.252,0.177,11.0,179438.0,4.0,-4.16,0.793,1,0.725,0.0,spotify:track:3p9HltmtqXCvCSKKOKMZ29,Third Generation
8279,don't know what to do - live,blackpink 2021 'the show' live,6BYdrWzCp2tL2RKSoncArx,0.295,130.014,0.0329,0.435,0.033,6.0,198484.0,4.0,-5.253,0.526,0,0.612,0.0,spotify:track:6BYdrWzCp2tL2RKSoncArx,Third Generation
8280,lovesick girls - live,blackpink 2021 'the show' live,4GPLXDicIuRmAELK5RWvCw,0.415,128.101,0.181,0.109,0.118,6.0,193010.0,4.0,-3.731,0.932,1,0.625,0.0,spotify:track:4GPLXDicIuRmAELK5RWvCw,Third Generation
8281,love to hate me + you never know - live,blackpink 2021 'the show' live,76F0GgW1qB7nED5CQeZSrX,0.44,143.974,0.0958,0.496,0.0852,10.0,374770.0,4.0,-6.29,0.526,1,0.51,0.0,spotify:track:76F0GgW1qB7nED5CQeZSrX,Third Generation
8282,gone - live,blackpink 2021 'the show' live,5lnmMdUf1ifC0Oa8wsKuyW,0.701,80.077,0.0317,0.61,0.136,3.0,99271.0,4.0,-7.344,0.333,0,0.592,0.0,spotify:track:5lnmMdUf1ifC0Oa8wsKuyW,Third Generation
8283,pretty savage - live,blackpink 2021 'the show' live,3ua8wdqzl3SdgElppgcuf2,0.467,151.995,0.0827,0.0346,0.132,9.0,202011.0,4.0,-4.89,0.749,0,0.646,0.0,spotify:track:3ua8wdqzl3SdgElppgcuf2,Third Generation
8284,pretty savage,the album,3VTKwL1uS2JGotaJA4oXXB,0.35,151.971,0.0402,0.00807,0.107,9.0,199122.0,4.0,-6.533,0.588,0,0.699,0.000131,spotify:track:3VTKwL1uS2JGotaJA4oXXB,Third Generation
8285,bet you wanna (feat. cardi b),the album,1hPkiovjTqiJAJen4uyNRg,0.649,109.843,0.198,0.00479,0.0733,7.0,159168.0,4.0,-5.184,0.688,1,0.541,0.0,spotify:track:1hPkiovjTqiJAJen4uyNRg,Third Generation
8286,lovesick girls,the album,4Vhvlhomv8fTp2e6I4XTpe,0.409,127.995,0.0654,0.00513,0.13,6.0,192765.0,4.0,-4.762,0.732,1,0.658,0.0,spotify:track:4Vhvlhomv8fTp2e6I4XTpe,Third Generation
8287,crazy over you,the album,4yOqfpzmL4FvmXJTUgAMUP,0.617,114.954,0.0582,0.0367,0.215,4.0,161946.0,4.0,-5.342,0.66,1,0.805,6.4e-05,spotify:track:4yOqfpzmL4FvmXJTUgAMUP,Third Generation
8288,love to hate me,the album,09JE599HkmbidwGWyD4ZGy,0.623,162.269,0.143,0.0365,0.136,8.0,169798.0,4.0,-4.532,0.656,1,0.689,0.0,spotify:track:09JE599HkmbidwGWyD4ZGy,Third Generation
8289,you never know,the album,1b0PG9Zd1HhOwq3n9QNkDg,0.334,144.573,0.0494,0.227,0.164,5.0,229202.0,4.0,-5.504,0.462,1,0.527,0.0,spotify:track:1b0PG9Zd1HhOwq3n9QNkDg,Third Generation
8290,whistle,blackpink in your area,3sgrwjWNJy753U30irIdEN,0.59,102.999,0.0473,0.00237,0.0977,6.0,211373.0,4.0,-5.444,0.721,0,0.825,0.0,spotify:track:3sgrwjWNJy753U30irIdEN,Third Generation
8291,playing with fire,blackpink in your area,29x3S9kmzTGHswtjSVeUPr,0.655,97.032,0.0681,0.0243,0.178,4.0,195987.0,4.0,-3.836,0.779,0,0.664,0.0,spotify:track:29x3S9kmzTGHswtjSVeUPr,Third Generation
8292,stay,blackpink in your area,4AESxPBujvuBbCAfBuA2sq,0.405,175.899,0.0391,0.585,0.178,1.0,230760.0,4.0,-7.38,0.4,1,0.382,0.0,spotify:track:4AESxPBujvuBbCAfBuA2sq,Third Generation
8293,as if it’s your last,blackpink in your area,5DVgfulxeJZJYc8FseyfUf,0.506,125.066,0.0733,0.123,0.0681,8.0,212267.0,4.0,-2.252,0.868,1,0.767,0.0,spotify:track:5DVgfulxeJZJYc8FseyfUf,Third Generation
8294,forever young,blackpink in your area,02h4inVwwNX1cMuGCDtsgV,0.46,110.046,0.0565,0.0816,0.0613,4.0,237147.0,4.0,-1.088,0.969,1,0.635,0.0,spotify:track:02h4inVwwNX1cMuGCDtsgV,Third Generation
8295,really,blackpink in your area,6OKXcx7tClGAS0o2cOTl2v,0.951,142.016,0.104,0.0284,0.28,1.0,197360.0,4.0,-2.318,0.874,1,0.715,0.0,spotify:track:6OKXcx7tClGAS0o2cOTl2v,Third Generation
8296,see u later,blackpink in your area,7IS4NciwYPs1wMywOKx69z,0.641,107.004,0.114,0.0318,0.544,0.0,199933.0,4.0,-3.729,0.907,1,0.774,0.0,spotify:track:7IS4NciwYPs1wMywOKx69z,Third Generation
8297,pretty savage - jp ver.,pretty savage (jp ver.),52lsilmqW7xWeJXARzwz3z,0.283,151.989,0.0405,0.0119,0.0889,9.0,199143.0,4.0,-7.247,0.573,0,0.72,2.29e-05,spotify:track:52lsilmqW7xWeJXARzwz3z,Third Generation
8298,you never know - jp ver.,you never know (jp ver.),3b7trEcKoglybN5MxGuSaw,0.271,144.497,0.0505,0.405,0.253,5.0,229236.0,4.0,-5.768,0.434,1,0.535,0.0,spotify:track:3b7trEcKoglybN5MxGuSaw,Third Generation
8299,how you like that - jp ver.,how you like that (jp ver.),3VrjgpzoorLGYfaOXaOXOT,0.355,129.98,0.097,0.0943,0.0464,11.0,180969.0,4.0,-4.012,0.761,1,0.818,6.3e-06,spotify:track:3VrjgpzoorLGYfaOXaOXOT,Third Generation
8300,lovesick girls - jp ver.,lovesick girls (jp ver.),0UJRzax7oFLoK8Sb9IcPcm,0.353,128.017,0.0747,0.0114,0.12,6.0,192760.0,4.0,-4.484,0.718,1,0.654,5.35e-06,spotify:track:0UJRzax7oFLoK8Sb9IcPcm,Third Generation
8301,ice cream (with selena gomez),ice cream (with selena gomez),2J4P46vCFm1rPkNkp9pZWX,0.904,159.989,0.334,0.0342,0.0411,9.0,175813.0,4.0,-3.843,0.729,1,0.79,9.31e-05,spotify:track:2J4P46vCFm1rPkNkp9pZWX,Third Generation
8302,how you like that,how you like that,78VxuxuTcKnhxEDtncc1QS,0.351,130.013,0.0918,0.0694,0.0551,11.0,181307.0,4.0,-4.014,0.782,1,0.828,3.41e-05,spotify:track:78VxuxuTcKnhxEDtncc1QS,Third Generation
8303,sour candy (with blackpink),sour candy (with blackpink),6R6ZoHTypt5lt68MWbzZXv,0.784,120.006,0.0623,0.0604,0.489,9.0,157707.0,4.0,-3.812,0.87,0,0.752,1.12e-05,spotify:track:6R6ZoHTypt5lt68MWbzZXv,Third Generation
8304,kill this love - jp ver.,kill this love (jp ver.),3mpGXkkjhY8K5C9OsaCMBo,0.542,131.924,0.261,0.344,0.419,7.0,189493.0,4.0,-4.77,0.846,1,0.753,0.002,spotify:track:3mpGXkkjhY8K5C9OsaCMBo,Third Generation
8305,don't know what to do - jp ver.,kill this love (jp ver.),38eKmp6QjELXKgLh0pePfG,0.413,129.94,0.0396,0.0658,0.1,6.0,200787.0,4.0,-4.105,0.614,0,0.662,0.0,spotify:track:38eKmp6QjELXKgLh0pePfG,Third Generation
8306,kick it - jp ver.,kill this love (jp ver.),6HHbjSWWGh6j9JcmLZ41Py,0.493,124.889,0.0492,0.0145,0.0462,1.0,191227.0,4.0,-3.974,0.705,0,0.792,0.0,spotify:track:6HHbjSWWGh6j9JcmLZ41Py,Third Generation
8307,hope not - jp ver.,kill this love (jp ver.),04xEHIAK4MsI7ZSN1hSDQN,0.199,109.557,0.0276,0.563,0.128,4.0,191027.0,4.0,-5.702,0.342,0,0.584,0.0,spotify:track:04xEHIAK4MsI7ZSN1hSDQN,Third Generation
8308,kill this love,kill this love,5GK7eDDTVz7CTge1wJrDQW,0.58,131.98,0.237,0.318,0.325,2.0,189052.0,4.0,-4.141,0.861,1,0.738,0.00182,spotify:track:5GK7eDDTVz7CTge1wJrDQW,Third Generation
8309,don't know what to do,kill this love,4ghGrdxwqLA6ZoCiu0u4IR,0.409,129.815,0.0491,0.0992,0.138,6.0,201081.0,4.0,-4.164,0.64,0,0.628,0.0,spotify:track:4ghGrdxwqLA6ZoCiu0u4IR,Third Generation
8310,kick it,kill this love,3VN74YiIjtY5ouKahBjmRX,0.381,124.949,0.0445,0.0156,0.0736,1.0,191226.0,4.0,-3.647,0.787,0,0.765,0.0,spotify:track:3VN74YiIjtY5ouKahBjmRX,Third Generation
8311,hope not,kill this love,29fsVDL9T36N0tyD7ByLdI,0.179,110.086,0.0274,0.441,0.0867,4.0,191030.0,4.0,-4.998,0.423,0,0.556,0.0,spotify:track:29fsVDL9T36N0tyD7ByLdI,Third Generation
8312,kiss and make up,kiss and make up,7v57jXggtZOJEjEcgfhxte,0.643,99.895,0.137,0.0658,0.303,8.0,189173.0,4.0,-4.188,0.729,1,0.678,0.0,spotify:track:7v57jXggtZOJEjEcgfhxte,Third Generation
8313,ddu-du ddu-du,square up,4lQsB3ERTWSNaAN1IkuNRl,0.393,140.042,0.0739,0.036,0.0932,4.0,211350.0,4.0,-5.034,0.828,0,0.668,0.0,spotify:track:4lQsB3ERTWSNaAN1IkuNRl,Third Generation
8314,forever young,square up,6veFyjNycn6EaNCKhkPXUY,0.506,110.01,0.0886,0.0414,0.0746,4.0,239100.0,4.0,-2.907,0.949,1,0.605,0.0,spotify:track:6veFyjNycn6EaNCKhkPXUY,Third Generation
8315,really,square up,2URMA0ap6SAI8wFmcY1yta,0.947,142.019,0.104,0.0235,0.277,1.0,197789.0,4.0,-2.082,0.881,1,0.696,0.0,spotify:track:2URMA0ap6SAI8wFmcY1yta,Third Generation
8316,see u later,square up,2REoTZjaB3jyAt5dgkV5GK,0.571,106.987,0.112,0.0376,0.582,9.0,198867.0,4.0,-3.965,0.926,0,0.74,0.0,spotify:track:2REoTZjaB3jyAt5dgkV5GK,Third Generation
8317,boombayah,blackpink,58gwQRB2sJ5EwKEntGR0MA,0.494,124.951,0.0542,0.0263,0.221,5.0,241640.0,4.0,-2.236,0.869,0,0.75,2.66e-06,spotify:track:58gwQRB2sJ5EwKEntGR0MA,Third Generation
8318,whistle - acoustic ver.,blackpink,2jjh53eV2QVGIRjGTawheD,0.616,206.279,0.0985,0.783,0.0948,1.0,213693.0,4.0,-6.093,0.45,0,0.559,0.0,spotify:track:2jjh53eV2QVGIRjGTawheD,Third Generation
8319,playing with fire - kr ver.,square two,5OepnJhqZoyJN8qWo2LZzy,0.663,97.052,0.108,0.044,0.186,4.0,197667.0,4.0,-4.393,0.758,0,0.704,0.0,spotify:track:5OepnJhqZoyJN8qWo2LZzy,Third Generation
8320,stay - kr ver.,square two,2tnBkiyJWLnQGsjyz4BuJJ,0.353,87.939,0.0364,0.542,0.117,1.0,231307.0,4.0,-6.746,0.421,1,0.629,3.56e-06,spotify:track:2tnBkiyJWLnQGsjyz4BuJJ,Third Generation
8321,whistle - (acoustic ver.) kr ver.,square two,0RzVkLtXOwfETIi4Z3ik1K,0.665,103.035,0.0398,0.81,0.0927,1.0,213067.0,4.0,-5.952,0.462,0,0.837,0.0,spotify:track:0RzVkLtXOwfETIi4Z3ik1K,Third Generation
8322,as if it's your last - kr ver.,as if it's your last (kr ver.),0onKPjKMVmROyBOItWnPcI,0.509,125.005,0.0902,0.0749,0.0671,8.0,212760.0,4.0,-2.691,0.854,1,0.783,0.0,spotify:track:0onKPjKMVmROyBOItWnPcI,Third Generation
8323,whistle - kr ver.,square one,67BbMuItfrHmaNqDxBPF7c,0.589,102.972,0.0945,0.00579,0.0935,6.0,212600.0,4.0,-4.804,0.722,0,0.827,0.0,spotify:track:67BbMuItfrHmaNqDxBPF7c,Third Generation
8324,boombayah - kr ver.,square one,3G6PGH2teMqeF9IkbMUY1y,0.389,124.933,0.0613,0.00256,0.418,5.0,241467.0,4.0,-3.16,0.849,0,0.658,0.0,spotify:track:3G6PGH2teMqeF9IkbMUY1y,Third Generation
8325,as if it's your last,as if it's your last,4ZxOuNHhpyOj4gv52MtQpT,0.455,125.036,0.0813,0.0687,0.0759,8.0,213264.0,4.0,-2.687,0.852,1,0.786,0.0,spotify:track:4ZxOuNHhpyOj4gv52MtQpT,Third Generation
8326,life goes on,be,4O3RT44ni2nuKJeOmw7NPM,0.45,81.068,0.0424,0.00691,0.37,1.0,207481.0,4.0,-5.733,0.716,1,0.566,0.0,spotify:track:4O3RT44ni2nuKJeOmw7NPM,Third Generation
8327,내 방을 여행하는 법,be,5xfFv9ibZGTEEouUNmRvUg,0.588,114.91,0.212,0.0484,0.0718,11.0,222243.0,4.0,-7.355,0.526,1,0.764,0.0,spotify:track:5xfFv9ibZGTEEouUNmRvUg,Third Generation
8328,blue & grey,be,1dAxzkBm41M1puxxpd6FaV,0.364,121.953,0.0415,0.42,0.125,8.0,254950.0,4.0,-6.755,0.605,1,0.547,0.0,spotify:track:1dAxzkBm41M1puxxpd6FaV,Third Generation
8329,skit,be,6FOY0O1zkcfiPdXY0mDvsx,0.544,114.822,0.884,0.864,0.908,4.0,179548.0,4.0,-13.135,0.321,1,0.703,0.0,spotify:track:6FOY0O1zkcfiPdXY0mDvsx,Third Generation
8330,잠시,be,5fsaGiSOOpGY8QHS5aeJFg,0.57,104.994,0.0428,0.00782,0.123,5.0,202313.0,4.0,-4.333,0.669,0,0.787,0.0,spotify:track:5fsaGiSOOpGY8QHS5aeJFg,Third Generation
8331,병,be,2OMG3LnKtXKfM9l21Yoae2,0.484,101.085,0.132,0.0132,0.0782,8.0,239722.0,4.0,-5.352,0.845,1,0.731,0.0,spotify:track:2OMG3LnKtXKfM9l21Yoae2,Third Generation
8332,stay,be,4E78cs6ihF8pqAV93TjOs4,0.341,125.904,0.0465,0.114,0.13,6.0,204800.0,4.0,-5.048,0.693,1,0.582,0.0,spotify:track:4E78cs6ihF8pqAV93TjOs4,Third Generation
8333,intro : calling,map of the soul : 7 ~ the journey ~,5raJ9QoZOdoRZ1MZOcygkR,0.0806,144.992,0.0348,0.582,0.144,10.0,84613.0,4.0,-12.063,0.61,1,0.486,0.791,spotify:track:5raJ9QoZOdoRZ1MZOcygkR,Third Generation
8334,outro : the journey,map of the soul : 7 ~ the journey ~,0VF357Gjay5vvCqWA1kSu6,0.165,136.959,0.0632,0.704,0.135,9.0,76507.0,4.0,-14.26,0.455,0,0.523,0.459,spotify:track:0VF357Gjay5vvCqWA1kSu6,Third Generation
8335,boy with luv (feat. halsey),map of the soul : 7,7lms7YsL3LxWC6Sg9K8C1h,0.798,119.991,0.0965,0.0923,0.192,11.0,229773.0,4.0,-4.757,0.862,0,0.645,0.0,spotify:track:7lms7YsL3LxWC6Sg9K8C1h,Third Generation
8336,interlude : shadow,map of the soul : 7,0ff7MSTK8Y0b92TQCxjhm4,0.141,149.756,0.483,0.115,0.181,9.0,259821.0,4.0,-6.439,0.798,0,0.385,0.0,spotify:track:0ff7MSTK8Y0b92TQCxjhm4,Third Generation
8337,filter,map of the soul : 7,4ddjdyy29ADwNGdSz0ERef,0.86,110.042,0.0626,0.0222,0.121,10.0,180221.0,4.0,-5.188,0.762,0,0.781,0.0,spotify:track:4ddjdyy29ADwNGdSz0ERef,Third Generation
8338,my time,map of the soul : 7,2hFvzG33VpV8gsCs1YHMb3,0.664,99.908,0.0339,0.151,0.0925,0.0,234458.0,4.0,-5.139,0.64,0,0.674,0.0,spotify:track:2hFvzG33VpV8gsCs1YHMb3,Third Generation
8339,louder than bombs,map of the soul : 7,6piu4ClbvlVI4GYoJ6CleG,0.485,145.999,0.152,0.0433,0.0904,0.0,217404.0,4.0,-6.993,0.667,0,0.643,0.0,spotify:track:6piu4ClbvlVI4GYoJ6CleG,Third Generation
8340,on,map of the soul : 7,6xmllRxAVXF6il4BOO7GNG,0.438,105.936,0.0987,0.118,0.338,9.0,246381.0,4.0,-5.146,0.817,0,0.583,0.0,spotify:track:6xmllRxAVXF6il4BOO7GNG,Third Generation
8341,ugh!,map of the soul : 7,3VbsXTdxBl6IavGjFZbl3R,0.333,165.998,0.128,0.0394,0.0509,10.0,225012.0,4.0,-5.086,0.824,0,0.72,0.0,spotify:track:3VbsXTdxBl6IavGjFZbl3R,Third Generation
8342,00:00 (zero o’clock),map of the soul : 7,6jyoGetvIVKYPyjSzfnLFz,0.196,157.999,0.0579,0.0802,0.11,1.0,250296.0,4.0,-6.456,0.548,1,0.566,0.0,spotify:track:6jyoGetvIVKYPyjSzfnLFz,Third Generation
8343,inner child,map of the soul : 7,6N1dT3gHkwIXxLD5NW5kjM,0.332,134.953,0.0725,0.017,0.0808,11.0,233266.0,4.0,-7.981,0.696,1,0.589,0.0,spotify:track:6N1dT3gHkwIXxLD5NW5kjM,Third Generation
8344,friends,map of the soul : 7,04QxgGcJfmLu0VdUtpJUjm,0.648,79.98,0.0407,0.0668,0.0536,1.0,199339.0,4.0,-5.211,0.747,1,0.55,0.0,spotify:track:04QxgGcJfmLu0VdUtpJUjm,Third Generation
8345,moon,map of the soul : 7,0xOPxP77qyn7yfU8xdFBlF,0.64,141.87,0.0596,0.0104,0.191,6.0,208590.0,4.0,-6.658,0.646,1,0.703,0.0,spotify:track:0xOPxP77qyn7yfU8xdFBlF,Third Generation
8346,respect,map of the soul : 7,4ZqTbapP8Z2YC9Kbg9mlkY,0.524,91.457,0.116,0.00485,0.287,0.0,237540.0,4.0,-4.805,0.84,1,0.661,0.0,spotify:track:4ZqTbapP8Z2YC9Kbg9mlkY,Third Generation
8347,we are bulletproof : the eternal,map of the soul : 7,1UBQ9goca5pG61ewPL4NqG,0.19,84.047,0.0309,0.225,0.108,9.0,261543.0,4.0,-5.215,0.575,0,0.526,0.0,spotify:track:1UBQ9goca5pG61ewPL4NqG,Third Generation
8348,outro : ego,map of the soul : 7,2qtD6gCVY6eP8oRnJyiscg,0.473,116.988,0.0958,0.0121,0.0993,0.0,196199.0,4.0,-3.106,0.903,1,0.808,0.000233,spotify:track:2qtD6gCVY6eP8oRnJyiscg,Third Generation
8349,on (feat. sia),map of the soul : 7,5ULNZsgJp1FqZ6JyKJUAFH,0.386,105.922,0.0828,0.137,0.372,9.0,246816.0,4.0,-4.397,0.848,0,0.591,0.0,spotify:track:5ULNZsgJp1FqZ6JyKJUAFH,Third Generation
8350,intro : persona,map of the soul : persona,2isSdmQfVv32j2haL6hk9x,0.652,86.622,0.342,0.0278,0.313,9.0,171023.0,4.0,-4.475,0.87,0,0.469,0.0,spotify:track:2isSdmQfVv32j2haL6hk9x,Third Generation
8351,boy with luv (feat. halsey),map of the soul : persona,5KawlOMHjWeUjQtnuRs22c,0.798,119.991,0.0965,0.0923,0.192,11.0,229773.0,4.0,-4.757,0.862,0,0.645,0.0,spotify:track:5KawlOMHjWeUjQtnuRs22c,Third Generation
8352,mikrokosmos,map of the soul : persona,5hnbE5BF2e8BCk9OMR1UVC,0.475,174.039,0.114,0.125,0.0502,8.0,224225.0,3.0,-5.212,0.858,1,0.58,0.0,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,Third Generation
8353,make it right,map of the soul : persona,6KUE0HSSudAp9AOycaF6SH,0.261,105.766,0.444,0.0104,0.132,7.0,226321.0,4.0,-7.874,0.703,1,0.638,0.0,spotify:track:6KUE0HSSudAp9AOycaF6SH,Third Generation
8354,home,map of the soul : persona,7lthOBXNue2IvedLRfkod8,0.535,142.991,0.0429,0.0142,0.194,7.0,234178.0,4.0,-4.625,0.799,0,0.633,0.0,spotify:track:7lthOBXNue2IvedLRfkod8,Third Generation
8355,jamais vu,map of the soul : persona,0eeeyCAGnGZInPtpkdYiPa,0.241,81.0,0.0428,0.226,0.0963,8.0,227275.0,4.0,-6.73,0.47,1,0.608,0.0,spotify:track:0eeeyCAGnGZInPtpkdYiPa,Third Generation
8356,dionysus,map of the soul : persona,6JdS5rJvJaRA7B1tcm7kxZ,0.588,176.084,0.107,0.04,0.319,7.0,249215.0,4.0,-2.769,0.91,1,0.502,0.0,spotify:track:6JdS5rJvJaRA7B1tcm7kxZ,Third Generation
8357,paradise,love yourself 轉 'tear',01dmH2IPkrLNWIMPNXlreE,0.929,139.413,0.365,0.214,0.0571,5.0,211224.0,4.0,-5.523,0.828,1,0.519,0.0,spotify:track:01dmH2IPkrLNWIMPNXlreE,Third Generation
8358,intro: singularity,love yourself 轉 'tear',71dRDyRafdqnmJgg59UhSf,0.198,103.991,0.091,0.56,0.112,1.0,196998.0,3.0,-9.126,0.272,0,0.775,0.00278,spotify:track:71dRDyRafdqnmJgg59UhSf,Third Generation
8359,전하지 못한 진심,love yourself 轉 'tear',2JbcAngUDTCCk4dq3MAmPr,0.169,113.016,0.0422,0.374,0.127,1.0,242293.0,4.0,-7.561,0.422,0,0.571,0.0,spotify:track:2JbcAngUDTCCk4dq3MAmPr,Third Generation
8360,134340,love yourself 轉 'tear',1VjyQaNzHNQaOTyG2IidCz,0.651,106.023,0.0547,0.155,0.173,11.0,230063.0,4.0,-6.466,0.687,0,0.665,9.28e-05,spotify:track:1VjyQaNzHNQaOTyG2IidCz,Third Generation
8361,낙원,love yourself 轉 'tear',26riAM6N3mEGaeUDY7rgnv,0.928,139.662,0.352,0.214,0.0571,5.0,211224.0,4.0,-5.523,0.828,1,0.551,0.0,spotify:track:26riAM6N3mEGaeUDY7rgnv,Third Generation
8362,love maze,love yourself 轉 'tear',35BcfiSFKVMRAOH934ndZ8,0.759,149.93,0.0618,0.0483,0.0728,9.0,221529.0,4.0,-4.652,0.876,1,0.637,0.0,spotify:track:35BcfiSFKVMRAOH934ndZ8,Third Generation
